time,joint_1_angle,joint_2_angle,joint_3_angle,joint_4_angle,joint_5_angle,joint_6_angle,joint_1_velocity,joint_2_velocity,joint_3_velocity,joint_4_velocity,joint_5_velocity,joint_6_velocity,joint_1_acceleration,joint_2_acceleration,joint_3_acceleration,joint_4_acceleration,joint_5_acceleration,joint_6_acceleration,quaternion_x,quaternion_y,quaternion_z,quaternion_w
5.00000000,-1.93905000,1.56598998,2.05978906,-0.23922603,0.43071588,-0.00066116,-0.12703488,0.43677691,-0.49258533,-0.16902509,0.10915639,-0.00050117,0.42401435,-0.32019483,-0.36429214,0.04240763,-0.08376774,0.00018535,-0.26661217,-0.16103365,0.11025300,0.94383811
5.10000000,-1.95175349,1.60966768,2.01053052,-0.25612854,0.44163152,-0.00071127,-0.08463344,0.40475743,-0.52901454,-0.16478433,0.10077962,-0.00048264,0.43398078,-0.34394671,-0.32964907,0.05145982,-0.08976187,0.00021615,-0.27058632,-0.16131084,0.11098040,0.94257371
5.20000000,-1.96021683,1.65014342,1.95762907,-0.27260697,0.45170948,-0.00075954,-0.04123536,0.37036276,-0.56197945,-0.15963835,0.09180343,-0.00046103,0.44192655,-0.36604584,-0.29358197,0.06045888,-0.09540177,0.00024577,-0.27431582,-0.16187322,0.11161320,0.94132373
5.30000000,-1.96434037,1.68717969,1.90143112,-0.28857081,0.46088983,-0.00080564,0.00295729,0.33375818,-0.59133765,-0.15359246,0.08226325,-0.00043645,0.44777100,-0.38632774,-0.25636365,0.06937168,-0.10065331,0.00027392,-0.27776267,-0.16270312,0.11216115,0.94010396
5.40000000,-1.96404464,1.72055551,1.84229736,-0.30393005,0.46911615,-0.00084929,0.04773439,0.29512540,-0.61697401,-0.14665529,0.07219792,-0.00040906,0.45142328,-0.40465124,-0.21829621,0.07815932,-0.10548398,0.00030028,-0.28087722,-0.16377665,0.11263473,0.93893482
5.50000000,-1.95927120,1.75006805,1.78059996,-0.31859558,0.47633594,-0.00089019,0.09287672,0.25466028,-0.63880363,-0.13883936,0.06164952,-0.00037903,0.45277985,-0.42090105,-0.17971193,0.08677578,-0.10986296,0.00032452,-0.28359757,-0.16506425,0.11304207,0.93784204
5.60000000,-1.94998353,1.77553408,1.71671959,-0.33247952,0.48250090,-0.00092809,0.13815470,0.21257017,-0.65677483,-0.13016178,0.05066323,-0.00034658,0.45172423,-0.43498915,-0.14097249,0.09516687,-0.11376096,0.00034635,-0.28584969,-0.16653081,0.11338503,0.93685712
5.70000000,-1.93616806,1.79679110,1.65104211,-0.34549570,0.48756722,-0.00096275,0.18332713,0.16907126,-0.67087208,-0.12064510,0.03928713,-0.00031194,0.44812989,-0.44685451,-0.10246577,0.10326950,-0.11715013,0.00036551,-0.28754847,-0.16813559,0.11365463,0.93601758
5.80000000,-1.91783535,1.81369822,1.58395490,-0.35756021,0.49149593,-0.00099395,0.22814012,0.12438581,-0.68111865,-0.11031815,0.02757212,-0.00027539,0.44186649,-0.45646122,-0.06459962,0.11101158,-0.12000389,0.00038177,-0.28859972,-0.16983200,0.11382642,0.93536668
5.90000000,-1.89502133,1.82613680,1.51584304,-0.36859202,0.49425314,-0.00102148,0.27232677,0.07873968,-0.68757862,-0.09921699,0.01557173,-0.00023721,0.43280964,-0.46379487,-0.02779224,0.11831267,-0.12229680,0.00039495,-0.28890318,-0.17156769,0.11385595,0.93495256
6.00000000,-1.86778866,1.83401077,1.44708518,-0.37851372,0.49581032,-0.00104521,0.31560773,0.03236020,-0.69035784,-0.08738572,0.00334205,-0.00019772,0.42085357,-0.46885757,0.00754075,0.12508548,-0.12400457,0.00040496,-0.28835632,-0.17328515,0.11367525,0.93482662
6.10000000,-1.83622788,1.83724679,1.37804939,-0.38725229,0.49614452,-0.00106498,0.35769309,-0.01452556,-0.68960377,-0.07487717,-0.00905841,-0.00015722,0.40592534,-0.47166203,0.04100180,0.13123818,-0.12510415,0.00041174,-0.28685893,-0.17492308,0.11319098,0.93504099
6.20000000,-1.80045858,1.83579424,1.30908901,-0.39474001,0.49523868,-0.00108070,0.39828562,-0.06169176,-0.68550359,-0.06175336,-0.02156882,-0.00011605,0.38799913,-0.47222556,0.07222820,0.13667746,-0.12557408,0.00041532,-0.28431784,-0.17641865,0.11228472,0.93564521
